text,label_class,label
脂肪瘤怎么治疗或者切割,治疗方法,5
我的孩子出生快两个月了，一直腹泻不见好转,临床表现(病症表现),3
我想去医院开三唑仑片，因为我失眠，有什么药物可以助眠的啊？,治疗方法,5
早上起床手发麻怎么办每天早上都是这样躺着睡觉时候没有压到啊，是不是缺什么东西了,病因,1
15个月的宝宝不吃饭怎么办,治疗方法,5
最近几个月月经量很少，而且过半个月又来少量的月经三五天就过去了。请问这是怎么回事？,病因,1
放屁臭是怎么回事,病因,1
内痔出血，怎么治疗，经常有下坠感,治疗方法,5
怎么治疗小舞蹈病,治疗方法,5
尿痛是什么原因呢,病因,1
怀孕六个月晚上睡不着怎么办？最近不知怎么回事晚上老是睡不着，好担心影响胎儿呢,治疗方法,5
肾结石如何保守治疗？,治疗方法,5
直肠癌手术会不会切除肛门？好担心不知该怎么办？,治疗方法,5
你好阴茎短小怎么办,治疗方法,5
我最近大便也常出血，而且量很多,临床表现(病症表现),3
请问经期血的颜色不正常怎么回事？,病因,1
乳腺癌妊娠期可以采用内分泌治疗么,治疗方法,5
两肺少量纤维灶指的是什么原因,病因,1
有乳腺癌家族史要注意什么,预防,2
得了肛裂一个月现在用强力安肛和肤痔清一个月在做手术可以吗,治疗方法,5
肚子变大了到底怎么回事？请各路神仙相助。,病因,1
膈肌痉挛不吃药物会自己慢慢好吗？,治愈率,8
医生;我家孩子体检发现有17mm乘18mm血管瘤怎么办，内蒙古婴儿长有海绵血管瘤怎么治疗？,治疗方法,5
请问例假推迟但测试未怀孕是什么病呢？,定义,0
女，55岁长期失眠怎么办，有糖尿病,治疗方法,5
心绞痛如何确诊,化验/体检方案,10
痔疮手术后易复发吗？,治愈率,8
请问月经一向很正常这个月晚了三天这怎么回事？,病因,1
如果得了金黄色葡萄球菌肺炎检查什么,化验/体检方案,10
小孩肛门口有几条口子,临床表现(病症表现),3
支气管扩张吃什么药治的好一点？,治疗方法,5
肛门位置很痒，是怎么回事,病因,1
我有先天性气管炎，经常会出现咳嗽，咳痰，呼吸无力，吃药也治不好，总是反反复复的，想去医院做一个支气管扩张手术，先天性支气管扩张后果？,相关病症,4
你好，治疗抑郁症，请问，长期服用盐酸帕罗西汀片会有依赖性吗？,禁忌,9
蹲下干一会活心口就一阵阵的疼站起来呆一会就好点了请问是什么情况,病因,1
你好，麻烦问一下复发性卵巢恶性肿瘤治愈概率几成,治愈率,8
宝宝出现便秘，但吃便血添加奶伴侣效果不明显。该怎么办？,治疗方法,5
阴茎短小能吃药治疗吗？,治疗方法,5
您好先天性肠旋转不良如何体检,化验/体检方案,10
广西治疗自闭症的医院在哪里呢?,其他,12
空复血糖为89。体重降轻，请问吃什么药为好,治疗方法,5
该怎么治疗运动性哮喘效果最好,治疗方法,5
颞叶癫痫怎么回事,定义,0
弥漫性轴索损伤怎么诊断,化验/体检方案,10
孕妇如何预防胎儿发生先心病？,预防,2
痔疮，反反复复，吃了好多药，常便秘，如何治疗？喝中药茶可以吗？什么中药茶好？,治疗方法,5
我伯父反复手指和小腿抽筋，如何进行有效的治疗啊？怎样好,治疗方法,5
怎么治疗脑积水,治疗方法,5
昨晚头疼的睡不着觉,临床表现(病症表现),3
孩子为什么突然不爱吃饭了？,病因,1
脊髓蛛网膜炎有哪些并发症？,相关病症,4
神经性头痛的病因有什么?,病因,1
心包破损伤是什么病？,定义,0
婴幼儿腹泻怎么治疗,治疗方法,5
吃什么食物对变异性哮喘好,治疗方法,5
大面积脑梗死治疗,治疗方法,5
请问阴道冲洗器具体怎么操作？,其他,12
痔疮手术痔核脱落会出血吗,临床表现(病症表现),3
我的孩子一岁三个月了最近容易发怒吃饭也不正常,临床表现(病症表现),3
便秘，大便有异物脱出不能复位须手推回，检查为混合痔和直肠脱出如何治疗？,治疗方法,5
急性肝病可以治好吗,治愈率,8
发热38度多感觉头痛浑身没有力气恶心呕吐口渴,临床表现(病症表现),3
请问月经后有出血需要刮宫诊断吗？,化验/体检方案,10
我有支气管炎，这几天有感冒，有鼻塞，还发过烧。我的鼻涕是黄色的。,临床表现(病症表现),3
高血压，去复查时突然血压低了！请问这是什么原因啊？,病因,1
宝宝好长时间肛门红了一片不见好怎么办,治疗方法,5
心绞痛是骨头疼吗,定义,0
我患有冠状动脉硬化性心脏病，经常会有点疼痛，有时会痛到睡不着觉，应该怎么样治疗好呢？,治疗方法,5
前列腺结石，如何治疗,治疗方法,5
请问白带多亮晶晶的粘粘的是怎么回事？,定义,0
支气管炎怎么治好,治疗方法,5
医牛你好！请问作直肠检查，前一天要注意怎什的引食？,化验/体检方案,10
喉咙壁有痰，但是没有感冒什么的，有时候会不舒服，会吐一点点痰，有问题吗,临床表现(病症表现),3
宝宝拉肚子好了又拉```,临床表现(病症表现),3
六个月的宝宝消化不良,临床表现(病症表现),3
怎么做可以抵制其他晶体性关节病,预防,2
你好，我想大概问一下啊步长稳心颗粒我要买这个有没,其他,12
尿路感染可以用点什么药来缓解一下这种情况？,治疗方法,5
请问两次例假中间白带褐色胶状怎么回事？,定义,0
尿痛是什么原因啊,病因,1
便秘了咋办？,治疗方法,5
医生，请教一下，我是脑动脉硬化患者，请问这病的话，服用点脑心清片好不好呢？,治疗方法,5
最近一段时间老是觉得身体不舒服。胸闷。恶心想吐。去医院检查说是急性心肌梗塞。我想知道急性心肌梗塞治疗有哪些办法？,治疗方法,5
怎么做可以躲开小儿黏多糖贮积症,预防,2
肛门尖锐湿疣术后20天跟女朋友接吻，摸她下面会传染吗？她会被传染尖锐湿疣吗？几率大吗？,传染性,7
分泌物检查白细胞2十十卵磷脂2十十是什么意思,定义,0
请问手和脚轻微浮肿结肠癌是不是发展到晚期了,临床表现(病症表现),3
尖锐湿疣在尿道口及阴茎周围，冷冻治疗几次了还是复发，而且越来越严重。,临床表现(病症表现),3
请问各位医师急性肠炎跟熬夜有关系吗？,病因,1
有哮喘，一剧烈运动就喘的那种，但是想要通过运动减肥，怎么规划才好，求解答,其他,12
喝酒之后出现便血的原因是什么？,病因,1
得了慢性支气管炎一年了，医生也看过好几个，药了吃了很多，都不好，请问有什么办法呢?,治疗方法,5
我想咨询一下敬平利培酮片有什么功效啊适合那些人使用啊,定义,0
慢阻肺复发一次会加重么？,临床表现(病症表现),3
风湿性心脏病会遗传给外孙吗,病因,1
半夜腿老抽筋怎样回事呀，还有半个月才去做检查，是不是缺什么呀，还是到时候问医生呢,病因,1
冒昧问一下可以介绍脑干肿瘤解释,定义,0
我妈妈有心绞痛很久了，有时候她心绞痛发作起来演练直流，我看着非常的心疼，所以很想要问问心绞痛日常注意事项有哪些？,治疗方法,5
昨天和今天，早上大便出血，而且是鲜红的血，没有其他症状，请问这是什么病？严重吗？,定义,0
患上坐骨神经疼已经有好几年了，好好坏坏，折磨人,临床表现(病症表现),3
长时间尿黄是怎么回事,病因,1
人懒懒的吃不下饭会咳血呕血胸部经常会疼跟针扎一样早上起来口腔都是血腥味,临床表现(病症表现),3
医生你好，我一直在工作，最近我的白带增多，有异味，我想去检查，请问哪家医院看妇科病效果好？,其他,12
宝宝吐奶厉害的原因是什么?,病因,1
屁股的皮肤总是有痘，长大以后还可以挤出液体，让后肛门旁边有一坨小肉，都五六年了，是痔疮吗！有时候拉屎会出血。拜托！！！！,定义,0
怎么预防心绞痛,预防,2
平时消化功能正常，食欲也很好！但是肚子就是每天很涨！饿的时候也是！已经三四天了！请问这是怎么回事？,病因,1
我最近内分泌失调，这是可以怎么调理一下？,治疗方法,5
小孩总是腹泻,临床表现(病症表现),3
婴幼儿腹泻的症状表现是什么,临床表现(病症表现),3
我家宝宝老拉肚子怎么回事,病因,1
冒昧问一下脊髓前动脉综合征治好希望大么？,治愈率,8
小便刺痛去年有过现在又复发了请问是怎么回事呢,病因,1
问一下小儿特发性肺含铁血黄素沉着症是否会传染？,传染性,7
早上，肚子一痛就想上厕所，而且还拉肚子，一天有4到5次,临床表现(病症表现),3
基底动脉血流速度峰值增高脑血管弹性减退都有哪些症状如何能够改善？,临床表现(病症表现),3
阴茎瘙痒怎么回事,病因,1
缬沙坦分散片(达乐)治疗高血压有没有效果的呀？适合什么样的高血压？,治疗方法,5
左腿大腿上出现红点是感染尖锐湿疣吗？前两天只有两点的，现在红点变多了，不痛不痒的，是感染尖锐湿疣吗？,定义,0
医生说她心跳有一百多，我想问下是什么原因,病因,1
治疗男性尿道炎的药,治疗方法,5
消化不好拉肚子怎么办,治疗方法,5
你好，心衰病人，今年70岁，吃芪苈强心胶囊来治疗可以吗？,治疗方法,5
请问月经推迟九天还没来是绝经吗？,定义,0
单纯性高血压，怎么降压？,治疗方法,5
问一下感染性急性小管间质性肾炎治疗周期？,治疗时间,11
我听人说哮喘是不能断根的，是这样吗？真的不能根治吗？,治愈率,8
宝宝睡觉时不踏实，时醒时睡，拍拍他就又睡啦，其他方面都很好，包括食欲，大小便等都很好，想问一下有什么好办法让宝宝睡眠好,治疗方法,5
我弟弟最近尿路感染，麻烦医生说一下吃什么药能好？,治疗方法,5
男性尿路分叉有什么原因造成的？,病因,1
脊椎外伤怎么回事,定义,0
省直辖县级行政单位治疗脑瘫哪个医院好？,其他,12
中医能治心绞痛吗,治疗方法,5
问一下老年人脑血栓形成有什么一同出现,相关病症,4
小孩得了肛裂怎么办,治疗方法,5
在前几天我吃鱼卡住了，咳嗽了几声后，异物感就没有了，过了一天后，我开始咳嗽吐痰。且吐绿痰，到现在还没有去医院。,临床表现(病症表现),3
母乳期拉肚子怎么办,治疗方法,5
之前是喉咙有痰发哑还咳嗽，大概有10天左右吃了药也不见好，去医院检查才知道是支气管炎，得了支气管炎严重吗,定义,0
孕妇失眠吃什么食物好呢？我这段时间失眠好厉害的，晚上很难才能睡着的。,治疗方法,5
我女儿7岁总是肚子疼,临床表现(病症表现),3
蹲不下起起不来膝关节肿痛是否可以治疗该问题啊？该如何啊,治疗方法,5
小儿多动症的原因？多动症的小孩子从小就比较难带，什么原因导致小儿多动症？,病因,1
请问宝宝吃什么牌子鱼肝油好啊？这样会不会有什么防腐剂或者化学物品啊？需要注意什么啊？,其他,12
肛瘘手术后大便便不出来怎么办?,治疗方法,5
你好，我想咨询一下，湿热体质患者可以服用滋肾育胎丸吗？,治疗方法,5
阴茎短小，硬度不够,临床表现(病症表现),3
如果得了先天性直肠与周围脏器瘘痊愈几率,治愈率,8
房性期前收缩是什么病,定义,0
腰椎间盘突出能治疗吗,治愈率,8
你好，请问一下，我经常尿频是怎么回事啊？效果比较好一点的？》,病因,1
我想请问一下，最近总是尿频，尿痛小腹胀痛是怎麽回事,病因,1
你好，草酸艾司西酞普兰片在治疗抑郁症的过程中，能长期吃吗？,治疗方法,5
现在不知道为什么一咳嗽就出尿,病因,1
窦性心动过速是心脏病吗,定义,0
黄疸指数的正常值是多少？,化验/体检方案,10
请问多发性神经纤维瘤病症状是什么,临床表现(病症表现),3
宝宝会不会吃就拉不吃就不拉，一般吃多久便秘就不会了,治疗时间,11
请教一下小儿中毒型痢疾要做什么化验治疗吗,化验/体检方案,10
怀孕初期吃什么叶酸比较好？,治疗方法,5
葡萄糖算补品吗？平时给孩子喝水、喝牛奶都是加葡萄糖而不是白糖，请问这样是否更有助于孩子吸收？,其他,12
痔疮手术过后引起血栓，必须在手术吗？,治疗方法,5
问一下角膜炎要检查啥项目？,化验/体检方案,10
直肠脱垂怎么治疗,治疗方法,5
您好，我爸爸肾结石已经很多年了！该怎么治疗？可以吃什么药呢？,治疗方法,5
小儿颅内出血可以怎么预防,预防,2
颅内海绵状血管瘤检查什么,化验/体检方案,10
心理缺氧，难受，心出声不正，,临床表现(病症表现),3
痔疮手术后还可以再做痔疮手术吗,治疗方法,5
因为我会有低血糖的现象，可以喝葡萄糖吗？要怎么喝？喝的时候有什么要注意的事项吗？,治疗方法,5
颅骨骨膜窦怎么诊断,化验/体检方案,10
什么是房间隔缺损封闭术？,定义,0
